Binomial,bm_g,bs_cm,,,,
Elaenia_olivina,17.63,1.25,,,,
Elaenia_pallatangae,18.48,1.27,,,,
Elaenia_parvirostris,14.82,1.17,,,,
Elaenia_pelzelni,19.84,1.30,,,,
Elaenia_ridleyana,34.38,1.54,,,,
Elaenia_ruficeps,19.59,1.29,,,,
Elaenia_spectabilis,25.38,1.40,,,,
Elaenia_strepera,19.51,1.29,,,,
Elagatis_bipinnulata,46200.00,4.66,,,,
Elanoides_forficatus,457.21,2.66,,,,
Elanus_axillaris,288.14,2.46,,,,
Elanus_caeruleus,260.05,2.42,,,,
Elanus_leucurus,332.32,2.52,,,,
Elanus_scriptus,341.61,2.53,,,,
Elaphe_anomala,3113.00,3.49,,,,
Elaphe_bairdi,1498.60,3.18,,,,
Elaphe_carinata,4407.14,3.64,,,,
Elaphe_climacophora,3113.00,3.49,,,,
Elaphe_conspicillata,665.57,2.82,,,,
Elaphe_dione,682.46,2.83,,,,
Elaphe_emoryi,1386.23,3.14,,,,
Elaphe_flavirufa,1469.96,3.17,,,,
Elaphe_flavolineata,2264.60,3.35,,,,
Elaphe_guttata,2380.51,3.38,,,,
Elaphe_guttata_guttata,298.00,2.47,,,,
Elaphe_hohenackeri,260.86,2.42,,,,
Elaphe_longissima,1669.84,3.22,,,,
Elaphe_obsoleta,6560.74,3.82,,,,
Elaphe_porphyracea,665.57,2.82,,,,
Elaphe_prasina,665.57,2.82,,,,
Elaphe_quadrivirgata,3933.38,3.59,,,,
Elaphe_quatuorlineata,6107.14,3.79,,,,
Elaphe_radiata,4747.73,3.68,,,,
Elaphe_scalaris,1586.76,3.20,,,,
Elaphe_situla,383.77,2.58,,,,
Elaphe_taeniura,6107.27,3.79,,,,
Elaphe_vulpina,2226.82,3.35,,,,
Elaphodus_cephalophus,31228.91,4.49,,,,
Elaphrornis_palliseri,9.00,0.95,,,,
Elaphurus_davidianus,128432.58,5.11,,,,
Elapomorphus_cuyanus,34.42,1.54,,,,
Elapomorphus_punctatus,30.00,1.48,,,,
Elapomorphus_spegazzinii,19.03,1.28,,,,
Elapsoidea_guentherii,82.00,1.91,,,,
Elapsoidea_laticincta,66.81,1.82,,,,
Elapsoidea_loveridgei,82.03,1.91,,,,
Elasmodactylus_tetensis,20.18,1.30,,,,
Elasmodactylus_tuberculosus,10.19,1.01,,,,
Elasmodontomys_obliquus,13717.31,4.14,,,,
Electrolux_addisoni,1800.00,3.26,,,,
Electron_carinatum,64.92,1.81,,,,
Electron_platyrhynchum,71.39,1.85,,,,
Electrona_carlsbergi,13.35,1.13,,,,
Electrophorus_electricus,20000.00,4.30,,,,
Eleginus_gracilis,1300.00,3.11,,,,
Eleginus_nawaga,79.78,1.90,,,,
Eleoscytalopus_indigoticus,16.20,1.21,,,,
Eleoscytalopus_psychopompus,17.80,1.25,,,,
Eleothreptus_anomalus,43.70,1.64,,,,
Eleothreptus_candicans,47.65,1.68,,,,
Eleotris_acanthopoma,6.76,0.83,,,,
Eleotris_fusca,101.43,2.01,,,,
Eleotris_melanosoma,15.30,1.18,,,,
Eleotris_oxycephala,116.87,2.07,,,,
Eleotris_sandwicensis,39.07,1.59,,,,
Elephantulus_brachyrhynchus,45.97,1.66,,,,
Elephantulus_edwardii,44.77,1.65,,,,
Elephantulus_fuscipes,57.08,1.76,,,,
Elephantulus_fuscus,52.56,1.72,,,,
Elephantulus_intufi,42.88,1.63,,,,
Elephantulus_myurus,46.43,1.67,,,,
Elephantulus_revoili,32.48,1.51,,,,
Elephantulus_rozeti,47.10,1.67,,,,
Elephantulus_rufescens,40.75,1.61,,,,
Elephantulus_rupestris,64.35,1.81,,,,
Elephas_iolensis,6482616.92,6.81,,,,
Elephas_maximus,2726904.91,6.44,,,,
Eleutherodactylus_coqui,4.07,0.61,,,,
Eleutherodactylus_corona,0.53,-0.28,,,,
Eleutherodactylus_cubanus,0.18,-0.74,,,,
Eleutherodactylus_cuneatus,1.95,0.29,,,,
Eleutherodactylus_dolomedes,0.92,-0.04,,,,
Eleutherodactylus_guantanamera,2.10,0.32,,,,
Eleutherodactylus_guttilatus,2.00,0.30,,,,
Eleutherodactylus_johnstonei,24.00,1.38,,,,
Eleutherodactylus_leprus,29.00,1.46,,,,
Eleutherodactylus_mariposa,3.00,0.48,,,,
Eleutherodactylus_melacara,2.00,0.30,,,,
Eleutherodactylus_parapelates,9.40,0.97,,,,
Eleutherodactylus_portoricensis,3.70,0.57,,,,
Eleutheronema_tetradactylum,145000.00,5.16,,,,
Elgaria_coerulea,34.99,1.54,,,,
Elgaria_kingii,25.92,1.41,,,,
Elgaria_multicarinata,55.87,1.75,,,,
Elgaria_panamintina,63.66,1.80,,,,
Elgaria_paucicarinata,23.02,1.36,,,,
Elgaria_velazquezi,33.56,1.53,,,,
Eligmodontia_moreni,18.03,1.26,,,,
Eligmodontia_morgani,16.51,1.22,,,,
Eligmodontia_puerulus,27.16,1.43,,,,
Eligmodontia_typus,15.44,1.19,,,,
Eliomys_melanurus,111.72,2.05,,,,
Eliomys_munbyanus,110.58,2.04,,,,
Eliomys_quercinus,114.85,2.06,,,,
Eliurus_antsingy,77.70,1.89,,,,
Eliurus_ellermani,100.00,2.00,,,,
Eliurus_grandidieri,77.70,1.89,,,,
Eliurus_majori,100.00,2.00,,,,
Eliurus_minor,46.03,1.66,,,,
Eliurus_myoxinus,70.01,1.85,,,,
Eliurus_penicillatus,100.00,2.00,,,,
Eliurus_petteri,75.12,1.88,,,,
Eliurus_tanala,89.87,1.95,,,,
Eliurus_webbi,69.18,1.84,,,,
Ellobius_alaicus,67.61,1.83,,,,
Ellobius_fuscocapillus,79.94,1.90,,,,
Ellobius_lutescens,98.66,1.99,,,,
Ellobius_talpinus,39.42,1.60,,,,
Ellobius_tancrei,53.46,1.73,,,,
Ellochelon_vaigiensis,499.00,2.70,,,,
Elminia_albicauda,8.60,0.93,,,,
Elminia_albiventris,9.27,0.97,,,,
Elminia_albonotata,10.00,1.00,,,,
Elminia_longicauda,10.24,1.01,,,,
Elminia_nigromitrata,9.05,0.96,,,,
Elopichthys_bambusa,40000.00,4.60,,,,
Elops_hawaiensis,5105.50,3.71,,,,
Elops_machnata,10800.00,4.03,,,,
Elops_saurus,10100.00,4.00,,,,
Elops_senegalensis,5900.00,3.77,,,,
Elseya_albagula,4295.00,3.63,,,,
Elseya_dentata,6124.69,3.79,,,,
Elseya_irwini,4295.00,3.63,,,,
Elseya_latisternum,3047.33,3.48,,,,
Elseya_lavarackorum,4295.00,3.63,,,,
Elseya_novaeguineae,3981.89,3.60,,,,
Elseyornis_melanops,34.12,1.53,,,,
Elvira_chionura,3.03,0.48,,,,
Elvira_cupreiceps,3.03,0.48,,,,
Emarginata_schlegelii,23.30,1.37,,,,
Emarginata_sinuata,17.85,1.25,,,,
Emarginata_tractrac,20.80,1.32,,,,
Emballonura_alecto,5.26,0.72,,,,
Emballonura_atrata,4.55,0.66,,,,
Emballonura_beccarii,4.24,0.63,,,,
Emballonura_dianae,11.46,1.06,,,,
Emballonura_furax,14.34,1.16,,,,
Emballonura_monticola,5.37,0.73,,,,
Emballonura_raffrayana,5.61,0.75,,,,
Emballonura_semicaudata,6.30,0.80,,,,
Emballonura_serii,5.75,0.76,,,,
Embassichthys_bathybius,1381.16,3.14,,,,
Emberiza_affinis,15.58,1.19,,,,
Emberiza_aureola,22.87,1.36,,,,
Emberiza_bruniceps,26.14,1.42,,,,
Emberiza_buchanani,22.17,1.35,,,,
Emberiza_cabanisi,25.29,1.40,,,,
Emberiza_caesia,21.37,1.33,,,,
Emberiza_calandra,53.44,1.73,,,,
Emberiza_capensis,22.51,1.35,,,,
Emberiza_chrysophrys,19.49,1.29,,,,
Emberiza_cia,24.90,1.40,,,,
Emberiza_cineracea,25.65,1.41,,,,
Emberiza_cioides,22.32,1.35,,,,
Emberiza_cirlus,25.66,1.41,,,,
Emberiza_citrinella,30.24,1.48,,,,
Emberiza_elegans,18.67,1.27,,,,
Emberiza_flaviventris,20.30,1.31,,,,
Emberiza_fucata,20.14,1.30,,,,
Emberiza_godlewskii,21.69,1.34,,,,
Emberiza_goslingi,13.63,1.13,,,,
Emberiza_hortulana,21.91,1.34,,,,
Emberiza_impetuani,15.49,1.19,,,,
Emberiza_jankowskii,22.25,1.35,,,,
Emberiza_koslowi,22.69,1.36,,,,
Emberiza_lathami,21.70,1.34,,,,
Emberiza_leucocephalos,30.01,1.48,,,,
Emberiza_melanocephala,29.54,1.47,,,,
Emberiza_pallasi,16.35,1.21,,,,
Emberiza_poliopleura,16.33,1.21,,,,
Emberiza_pusilla,15.73,1.20,,,,
Emberiza_rustica,21.22,1.33,,,,
Emberiza_rutila,18.99,1.28,,,,
Emberiza_sahari,14.80,1.17,,,,
Emberiza_schoeniclus,19.54,1.29,,,,
Emberiza_socotrana,14.97,1.18,,,,
Emberiza_spodocephala,19.79,1.30,,,,
Emberiza_stewarti,16.66,1.22,,,,
Emberiza_striolata,15.60,1.19,,,,
Emberiza_sulphurata,14.90,1.17,,,,
Emberiza_tahapisi,14.11,1.15,,,,
Emberiza_tristrami,18.92,1.28,,,,
Emberiza_variabilis,26.14,1.42,,,,
Emberiza_vincenti,21.93,1.34,,,,
Emberiza_yessoensis,13.66,1.14,,,,
Emberizoides_duidae,26.35,1.42,,,,
Emberizoides_herbicola,25.68,1.41,,,,
Emberizoides_herbicola_herbicola,33.00,1.52,,,,
Emberizoides_herbicola_sphenurus,28.00,1.45,,,,
Emberizoides_ypiranganus,21.09,1.32,,,,
Embernagra_platensis,45.88,1.66,,,,
Embiotoca_jacksoni,700.00,2.85,,,,
Emblema_pictum,10.55,1.02,,,,
Eminia_lepida,20.75,1.32,,,,
Emoia_adspersa,17.29,1.24,,,,
Emoia_aenea,7.20,0.86,,,,
Emoia_ahli,4.64,0.67,,,,
Emoia_aneityumensis,18.84,1.28,,,,
Emoia_arnoensis,16.11,1.21,,,,
Emoia_atrocostata,19.52,1.29,,,,
Emoia_aurulenta,2.24,0.35,,,,
Emoia_battersbyi,9.45,0.98,,,,
Emoia_bismarckensis,5.14,0.71,,,,
Emoia_boettgeri,9.37,0.97,,,,
Emoia_bogerti,3.95,0.60,,,,
Emoia_brongersmai,6.82,0.83,,,,
Emoia_caeruleocauda,3.91,0.59,,,,
Emoia_callisticta,3.34,0.52,,,,
Emoia_campbelli,20.35,1.31,,,,
Emoia_coggeri,2.28,0.36,,,,
Emoia_concolor,14.94,1.17,,,,
Emoia_cyanogaster,21.18,1.33,,,,
Emoia_cyanura,3.76,0.58,,,,
Emoia_cyclops,3.55,0.55,,,,
Emoia_digul,3.49,0.54,,,,
Emoia_erronan,8.60,0.93,,,,
Emoia_flavigularis,8.79,0.94,,,,
Emoia_guttata,7.88,0.90,,,,
Emoia_impar,2.31,0.36,,,,
Emoia_irianensis,5.04,0.70,,,,
Emoia_isolata,4.17,0.62,,,,
Emoia_jakati,2.84,0.45,,,,
Emoia_jamur,2.51,0.40,,,,
Emoia_kitcheneri,1.03,0.01,,,,
Emoia_klossi,15.83,1.20,,,,
Emoia_kordoana,4.35,0.64,,,,
Emoia_kuekenthali,10.56,1.02,,,,
Emoia_laobaoense,8.24,0.92,,,,
Emoia_lawesi,22.27,1.35,,,,
Emoia_longicauda,21.88,1.34,,,,
Emoia_loveridgei,1.76,0.25,,,,
Emoia_loyaltiensis,12.05,1.08,,,,
Emoia_maculata,6.88,0.84,,,,
Emoia_maxima,1.89,0.28,,,,
Emoia_mivarti,3.43,0.54,,,,
Emoia_mokosariniveikau,3.16,0.50,,,,
Emoia_montana,6.94,0.84,,,,
Emoia_nativittatis,9.77,0.99,,,,
Emoia_nigra,37.66,1.58,,,,
Emoia_nigromarginata,9.53,0.98,,,,
Emoia_obscura,5.01,0.70,,,,
Emoia_oribata,9.41,0.97,,,,
Emoia_pallidiceps,4.52,0.66,,,,
Emoia_paniai,2.37,0.37,,,,
Emoia_parkeri,2.93,0.47,,,,
Emoia_physicae,9.61,0.98,,,,
Emoia_physicina,2.42,0.38,,,,
Emoia_ponapea,2.43,0.39,,,,
Emoia_popei,5.41,0.73,,,,
Emoia_pseudocyanura,6.88,0.84,,,,
Emoia_pseudopallidiceps,5.22,0.72,,,,
Emoia_reimschisseli,9.77,0.99,,,,
Emoia_rennellensis,1.64,0.21,,,,
Emoia_ruficauda,2.96,0.47,,,,
Emoia_rufilabialis,5.52,0.74,,,,
Emoia_samoensis,30.12,1.48,,,,
Emoia_sanfordi,34.43,1.54,,,,
Emoia_schmidti,4.96,0.70,,,,
Emoia_similis,1.31,0.12,,,,
Emoia_slevini,12.43,1.09,,,,
Emoia_sorex,3.99,0.60,,,,
Emoia_submetallica,5.14,0.71,,,,
Emoia_taumakoensis,3.65,0.56,,,,
Emoia_tetrataenia,5.01,0.70,,,,
Emoia_tongana,8.57,0.93,,,,
Emoia_tropidolepis,8.02,0.90,,,,
Emoia_trossula,28.51,1.45,,,,
Emoia_veracunda,2.74,0.44,,,,
Empidonax_affinis,10.99,1.04,,,,
Empidonax_albigularis,9.97,1.00,,,,
Empidonax_alnorum,13.47,1.13,,,,
Empidonax_atriceps,9.12,0.96,,,,
Empidonax_difficilis,11.15,1.05,,,,
Empidonax_flavescens,15.00,1.18,,,,
Empidonax_flaviventris,12.49,1.10,,,,
Empidonax_fulvifrons,8.25,0.92,,,,
Empidonax_hammondii,11.27,1.05,,,,
Empidonax_minimus,10.62,1.03,,,,
Empidonax_oberholseri,10.65,1.03,,,,
Empidonax_occidentalis,12.25,1.09,,,,
Empidonax_traillii,14.27,1.15,,,,
Empidonax_virescens,12.71,1.10,,,,
Empidonax_wrightii,12.71,1.10,,,,
Empidonomus_aurantioatrocristatus,33.00,1.52,,,,
Empidonomus_varius,26.75,1.43,,,,
Empidornis_semipartitus,22.63,1.35,,,,
Emydocephalus_annulatus,195.80,2.29,,,,
Emydocephalus_iijimae,279.18,2.45,,,,
Emydoidea_blandingii,1962.67,3.29,,,,
Emydura_australis,3668.77,3.56,,,,
Emydura_kreffti,2394.58,3.38,,,,
Emydura_macquarii,1740.00,3.24,,,,
Emydura_macquarrii,4007.08,3.60,,,,
Emydura_signata,2246.59,3.35,,,,
Emydura_subglobosa,1699.76,3.23,,,,
Emydura_tanybaraga,1030.00,3.01,,,,
Emys_orbicularis,1232.64,3.09,,,,
Enchelycore_bayeri,11.20,1.05,,,,
Enchelycore_nigricans,1320.00,3.12,,,,
Enchelynassa_canina,555.00,2.74,,,,
Enchelyopus_cimbrius,50.00,1.70,,,,
Enchisthenes_hartii,16.99,1.23,,,,
Engraulis_anchoita,25.00,1.40,,,,
Engraulis_australis,32.33,1.51,,,,
Engraulis_encrasicolus,21.10,1.32,,,,
Engraulis_japonicus,45.00,1.65,,,,
Engraulis_mordax,68.00,1.83,,,,
Engraulis_ringens,80.95,1.91,,,,
Engystomops_petersi,5.44,0.74,,,,
Enhydra_lutris,17787.52,4.25,,,,
Enhydrina_schistosa,1527.61,3.18,,,,
Enhydrina_zweifeli,195.61,2.29,,,,
Enhydris_bocourti,585.15,2.77,,,,
Enhydris_enhydris,243.18,2.39,,,,
Enhydris_jagorii,130.85,2.12,,,,
Enhydris_plumbea,66.81,1.82,,,,
Enhydris_polylepis,195.61,2.29,,,,
Enicognathus_ferrugineus,171.65,2.23,,,,
Enicognathus_leptorhynchus,219.04,2.34,,,,
Enicurus_borneensis,36.45,1.56,,,,
Enicurus_immaculatus,25.67,1.41,,,,
Enicurus_leschenaulti,41.22,1.62,,,,
Enicurus_maculatus,43.13,1.63,,,,
Enicurus_ruficapillus,29.08,1.46,,,,
Enicurus_schistaceus,33.42,1.52,,,,
Enicurus_scouleri,17.08,1.23,,,,
Enicurus_velatus,33.00,1.52,,,,
Enodes_erythrophris,130.00,2.11,,,,
Enophrys_bison,641.26,2.81,,,,
Ensatina_eschscholtzii,61.00,1.79,,,,
Ensifera_ensifera,11.22,1.05,,,,
Entelurus_aequoreus,8.88,0.95,,,,
Enteromius_paludinosus,89.17,1.95,,,,
Entomacrodus_epalzeocheilos,12.00,1.08,,,,
Entomacrodus_striatus,2.00,0.30,,,,
Entomacrodus_vermiculatus,46.25,1.67,,,,
Entomodestes_coracinus,56.00,1.75,,,,
Entomodestes_leucotis,61.70,1.79,,,,
Entomyzon_cyanotis,110.59,2.04,,,,
Entosphenus_tridentatus,500.00,2.70,,,,
Enulius_flavitorques,47.31,1.67,,,,
Enulius_sclateri,63.09,1.80,,,,
Enyalioides_cofanorum,72.26,1.86,,,,
Enyalioides_cofanorun,27.90,1.45,,,,
Enyalioides_heterolepis,80.65,1.91,,,,
Enyalioides_laticeps,90.28,1.96,,,,
Enyalioides_microlepis,42.18,1.63,,,,
Enyalioides_oshaughnessyi,75.11,1.88,,,,
Enyalioides_palpebralis,37.63,1.58,,,,
Enyalioides_praestabilis,60.05,1.78,,,,
Enyalius_bibronii,33.76,1.53,,,,
Enyalius_bilineatus,33.24,1.52,,,,
Enyalius_brasiliensis,47.22,1.67,,,,
Enyalius_catenatus,38.66,1.59,,,,
Enyalius_iheringii,57.01,1.76,,,,
Enyalius_leechii,45.06,1.65,,,,
Enyalius_perditus,17.40,1.24,,,,
Enyalius_pictus,38.66,1.59,,,,
Eoglaucomys_fimbriatus,510.00,2.71,,,,
Eolagurus_luteus,25.97,1.41,,,,
Eolagurus_przewalskii,28.03,1.45,,,,
Eolophus_roseicapilla,368.58,2.57,,,,
Eolophus_roseicapilla_albiceps,432.00,2.64,,,,
Eolophus_roseicapilla_kuhli,308.50,2.49,,,,
Eolophus_roseicapilla_roseicapilla,430.00,2.63,,,,
Eolophus_roseicapillus,311.50,2.49,,,,
Eonycteris_major,65.75,1.82,,,,
Eonycteris_robusta,78.36,1.89,,,,
Eonycteris_spelaea,53.14,1.73,,,,
Eophona_migratoria,50.47,1.70,,,,
Eophona_personata,86.33,1.94,,,,
Eopsaltria_australis,22.91,1.36,,,,
Eopsaltria_flaviventris,13.75,1.14,,,,
Eopsaltria_georgiana,19.76,1.30,,,,
Eopsaltria_griseogularis,19.73,1.30,,,,
Eopsaltria_griseogularis_griseogularis,22.50,1.35,,,,
Eopsaltria_griseogularis_rosinae,26.90,1.43,,,,
Eopsaltria_pulverulenta,20.97,1.32,,,,
Eopsetta_jordani,3700.00,3.57,,,,
Eos_bornea,163.67,2.21,,,,
Eos_cyanogenia,167.33,2.22,,,,
Eos_histrio,113.33,2.05,,,,
Eos_reticulata,113.33,2.05,,,,
Eos_semilarvata,98.16,1.99,,,,
Eos_squamata,100.00,2.00,,,,
Eospalax_fontanierii,207.21,2.32,,,,
Eospalax_rothschildi,256.76,2.41,,,,
Eospalax_smithii,256.76,2.41,,,,
Eothenomys_cachinus,27.21,1.43,,,,
Eothenomys_chinensis,45.30,1.66,,,,
Eothenomys_custos,30.80,1.49,,,,
Eothenomys_melanogaster,21.44,1.33,,,,
Eothenomys_miletus,35.15,1.55,,,,
Eothenomys_olitor,22.00,1.34,,,,
Eothenomys_proditor,42.50,1.63,,,,
Eothenomys_wardi,34.83,1.54,,,,
Eotyrannus_engi,278524.00,5.44,,,,
Eozapus_setchuanus,32.58,1.51,,,,
Ephippion_guttifer,4300.00,3.63,,,,
Ephippiorhynchus_asiaticus,4100.00,3.61,,,,
Ephippiorhynchus_senegalensis,6570.24,3.82,,,,
Epibulus_insidiator,148.90,2.17,,,,
Epicrates_alvarezi,1306.00,3.12,,,,
Epicrates_angulifer,49540.17,4.69,,,,
Epicrates_assisi,1306.00,3.12,,,,
Epicrates_cenchria,2728.65,3.44,,,,
Epicrates_chrysogaster,847.57,2.93,,,,
Epicrates_crassus,1306.00,3.12,,,,
Epicrates_fordi,279.18,2.45,,,,
Epicrates_gracilis,383.77,2.58,,,,
Epicrates_granti,383.77,2.58,,,,
Epicrates_inornatus,2666.27,3.43,,,,
Epicrates_maurus,1306.00,3.12,,,,
Epicrates_monensis,383.77,2.58,,,,
Epicrates_striatus,5398.91,3.73,,,,
Epicrates_subflavus,3113.00,3.49,,,,
Epictia_australis,2.00,0.30,,,,
Epidalea_calamita,62.70,1.80,,,,
Epidendrosaurus_heilmanni,4.70,0.67,,,,
Epigonus_telescopus,111.04,2.05,,,,
Epimachus_albertisi,119.33,2.08,,,,
Epimachus_bruijnii,155.44,2.19,,,,
Epimachus_fastosus,238.00,2.38,,,,
Epimachus_fastuosus,232.87,2.37,,,,
Epimachus_fastuosus_atratus,285.00,2.45,,,,
Epimachus_fastuosus_fastuosus,257.50,2.41,,,,
Epimachus_meyeri,223.37,2.35,,,,
Epinecrophylla_erythrura,11.40,1.06,,,,
Epinecrophylla_fjeldsaai,9.80,0.99,,,,
Epinecrophylla_fulviventris,10.40,1.02,,,,
Epinecrophylla_gutturalis,9.20,0.96,,,,
Epinecrophylla_haematonota,8.70,0.94,,,,
Epinecrophylla_leucophthalma,9.39,0.97,,,,
Epinecrophylla_ornata,9.40,0.97,,,,
Epinecrophylla_spodionota,10.20,1.01,,,,
Epinephelus_adscensionis,4080.00,3.61,,,,
Epinephelus_aeneus,25000.00,4.40,,,,
Epinephelus_albomarginatus,13000.00,4.11,,,,
Epinephelus_analogus,22300.00,4.35,,,,
Epinephelus_andersoni,8650.00,3.94,,,,
Epinephelus_areolatus,1400.00,3.15,,,,
Epinephelus_bruneus,33000.00,4.52,,,,
Epinephelus_caninus,35000.00,4.54,,,,
Epinephelus_chabaudi,55000.00,4.74,,,,
Epinephelus_chlorostigma,7000.00,3.85,,,,
Epinephelus_cifuentesi,22300.00,4.35,,,,
Epinephelus_coioides,15000.00,4.18,,,,
Epinephelus_corallicola,226.00,2.35,,,,
Epinephelus_cyanopodus,6158.33,3.79,,,,
Epinephelus_daemelii,68000.00,4.83,,,,
Epinephelus_drummondhayi,30000.00,4.48,,,,
Epinephelus_epistictus,7000.00,3.85,,,,
Epinephelus_fasciatomaculosus,2470.00,3.39,,,,
Epinephelus_fasciatus,525.60,2.72,,,,
Epinephelus_flavocaeruleus,15000.00,4.18,,,,
Epinephelus_fuscoguttatus,11000.00,4.04,,,,
Epinephelus_guttatus,25000.00,4.40,,,,
Epinephelus_hexagonatus,126.50,2.10,,,,
Epinephelus_irroratus,770.00,2.89,,,,
Epinephelus_itajara,243945.00,5.39,,,,
Epinephelus_lanceolatus,400000.00,5.60,,,,
Epinephelus_latifasciatus,58600.00,4.77,,,,
Epinephelus_longispinis,1382.50,3.14,,,,
Epinephelus_maculatus,953.33,2.98,,,,
Epinephelus_magniscuttis,50000.00,4.70,,,,
Epinephelus_malabaricus,75022.00,4.88,,,,
Epinephelus_marginatus,60000.00,4.78,,,,
Epinephelus_melanostigma,274.00,2.44,,,,
Epinephelus_merra,62.92,1.80,,,,
Epinephelus_morio,23000.00,4.36,,,,
Epinephelus_morrhua,6700.00,3.83,,,,
Epinephelus_multinotatus,9000.00,3.95,,,,
Epinephelus_poecilonotus,4000.00,3.60,,,,
Epinephelus_polylepis,2100.00,3.32,,,,
Epinephelus_polyphekadion,1676.00,3.22,,,,
Epinephelus_posteli_Fourmanoir,10000.00,4.00,,,,
Epinephelus_retouti,2000.00,3.30,,,,
Epinephelus_rivulatus,1400.00,3.15,,,,
Epinephelus_socialis,1100.00,3.04,,,,
Epinephelus_striatus,25000.00,4.40,,,,
Epinephelus_summana,210.00,2.32,,,,
Epinephelus_tauvina,1205.00,3.08,,,,
Epinephelus_tukula,110000.00,5.04,,,,
Epinephelus_undulatostriatus,5500.00,3.74,,,,
Epinephelus_undulosus,6400.00,3.81,,,,
Epiplatys_bifasciatus,1.04,0.02,,,,
Epiplatys_spilargyreius,0.59,-0.23,,,,
Episoriculus_caudatus,8.28,0.92,,,,
Episoriculus_fumidus,6.95,0.84,,,,
Episoriculus_leucops,8.55,0.93,,,,
Episoriculus_macrurus,6.95,0.84,,,,
Epixerus_ebii,515.86,2.71,,,,
Epixerus_wilsoni,388.35,2.59,,,,
Epomophorus_angolensis,81.88,1.91,,,,
Epomophorus_crypturus,78.02,1.89,,,,
Epomophorus_gambianus,109.33,2.04,,,,
Epomophorus_grandis,49.00,1.69,,,,
Epomophorus_labiatus,59.00,1.77,,,,
Epomophorus_minimus,68.15,1.83,,,,
Epomophorus_minor,47.87,1.68,,,,
Epomophorus_wahlbergi,91.44,1.96,,,,
Epomops_buettikoferi,112.65,2.05,,,,
Epomops_dobsoni,120.08,2.08,,,,
Epomops_dobsonii,122.08,2.09,,,,
Epomops_franqueti,102.66,2.01,,,,
Eptatretus_burgeri,210.10,2.32,,,,
Eptatretus_goliath,6200.00,3.79,,,,
Eptatretus_stoutii,448.11,2.65,,,,
Eptesicus_andinus,10.08,1.00,,,,
Eptesicus_bobrinskoi,7.59,0.88,,,,
Eptesicus_bottae,14.82,1.17,,,,
Eptesicus_brasiliensis,9.42,0.97,,,,
Eptesicus_capensis,6.01,0.78,,,,
Eptesicus_chiriquinus,10.23,1.01,,,,
Eptesicus_demissus,15.05,1.18,,,,
Eptesicus_diminutus,6.00,0.78,,,,
Eptesicus_dimissus,13.03,1.11,,,,
Eptesicus_douglasorum,5.00,0.70,,,,
Eptesicus_flavescens,10.49,1.02,,,,
Eptesicus_floweri,8.19,0.91,,,,
Eptesicus_furinalis,7.14,0.85,,,,
Eptesicus_fuscus,15.45,1.19,,,,
Eptesicus_gobiensis,11.98,1.08,,,,
Eptesicus_guadeloupensis,16.47,1.22,,,,
Eptesicus_hottentotus,30.17,1.48,,,,
Eptesicus_innoxius,7.95,0.90,,,,
Eptesicus_japonensis,11.98,1.08,,,,
Eptesicus_kobayashii,13.34,1.13,,,,
Eptesicus_matroka,6.57,0.82,,,,
Eptesicus_nasutus,7.91,0.90,,,,
Eptesicus_nilssoni,10.42,1.02,,,,
Eptesicus_nilssonii,9.94,1.00,,,,
Eptesicus_pachyotis,8.21,0.91,,,,
Eptesicus_platyops,14.81,1.17,,,,
Eptesicus_pumilus,5.11,0.71,,,,
Eptesicus_regulus,5.11,0.71,,,,
Eptesicus_rendalli,6.30,0.80,,,,
Eptesicus_sagittula,6.49,0.81,,,,
Eptesicus_serotinus,20.89,1.32,,,,
Eptesicus_somalicus,3.80,0.58,,,,
Eptesicus_tatei,12.91,1.11,,,,
Eptesicus_tenuipinnis,5.28,0.72,,,,
Eptesicus_vulturnus,3.80,0.58,,,,
Epthianura_albifrons,14.34,1.16,,,,
Epthianura_aurifrons,11.24,1.05,,,,
Epthianura_crocea,9.67,0.99,,,,
Epthianura_tricolor,11.52,1.06,,,,
Equulites_moretoniensis,15.00,1.18,,,,
Equus_alaskae,371845.08,5.57,,,,
Equus_andium,219592.05,5.34,,,,
Equus_asinus,186513.22,5.27,,,,
Equus_burchellii,223476.56,5.35,,,,
Equus_caballus,265910.87,5.42,,,,
Equus_capensis,348912.28,5.54,,,,
Equus_complicatus,399369.06,5.60,,,,
Equus_conversidens,307009.85,5.49,,,,
Equus_fraternus,258346.53,5.41,,,,
Equus_giganteus,399369.06,5.60,,,,
Equus_grevyi,334489.13,5.52,,,,
Equus_hemionus,236730.96,5.37,,,,
Equus_insulatus,352271.13,5.55,,,,
Equus_kiang,275022.24,5.44,,,,
Equus_lasallei,348694.74,5.54,,,,
Equus_laurentius,647061.69,5.81,,,,
Equus_neogeus,378729.80,5.58,,,,
Equus_niobrarensis,333043.71,5.52,,,,
Equus_occidentalis,574479.98,5.76,,,,
Equus_quagga,385443.88,5.59,,,,
Equus_santaeelenae,348912.28,5.54,,,,
Equus_scotti,553180.29,5.74,,,,
Equus_zebra,236532.16,5.37,,,,
Eremalauda_dunni,20.50,1.31,,,,
Eremalauda_starki,19.52,1.29,,,,
Eremias_acutirostris,8.38,0.92,,,,
Eremias_afghanistanica,7.28,0.86,,,,
Eremias_andersoni,1.41,0.15,,,,
Eremias_argus,6.94,0.84,,,,
